"Provincia";"CdMun";"Municipio";"Extensión superficial. 2015";"Altitud sobre el nivel del mar. 2015";"Número de núcleos que componen el municipio. 2014";"Perímetro. 2015";"Coordenadas del núcleo principal. 2015";"Población total. 2014";"Población. Hombres. 2014";"Población. Mujeres. 2014";"Población en núcleos. 2014";"Población en diseminados. 2014";"Porcentaje de población menor de 20 años. 2016";"Porcentaje de población mayor de 65 años. 2014";"Incremento relativo de la población en diez años. 2014";"Número de extranjeros. 2014";"Principal procedencia de los extranjeros residentes. 2014";"Porcentaje que representa respecto total de extranjeros. 2014";"Emigraciones. 2013";"Inmigraciones. 2013";"Nacidos vivos por residencia materna. 2013";"Defunciones por lugar de residencia. 2013";"Matrimonios de distinto sexo por lugar donde fijan la residencia. 2013";"Centros de educación de adultos. 2012";"Bibliotecas públicas. 2012";"Centros de salud. 2012";"Consultorios. 2012";"Viviendas familiares principales. 2011";"Viviendas destinadas a alquiler. 2012";"Viviendas destinadas a la venta. 2012";"Viviendas rehabilitadas. 2012";"Transacciones inmobiliarias. 2013";"Número de pantallas de cine. 2014";"Centros en los que se imparte Educación Infantil. 2012";"Centros en los que se imparte Educación Primaria. 2012";"Centros en los que se imparte Enseñanza Secundaria Obligatoria. 2012";"Centros en los que se imparte Bachillerato. 2012";"Centros  en los que se imparten Ciclos Formativos de Grado Medio. 2012";"Centros  en los que se imparten Ciclos Formativos de Grado Superior. 2012";"Superficie dedicada a cultivos herbáceos. 2013";"Principal cultivo herbáceo de regadío. 2013";"Principal cultivo herbáceo de regadío: Has. 2013";"Principal cultivo herbáceo de secano. 2013";"Principal cultivo herbáceo de secano: Has. 2013";"Superficie dedicada a cultivos leñosos. 2013";"Principal cultivo leñoso de regadío. 2013";"Principal cultivo leñoso de regadío: Has. 2013";"Principal cultivo leñoso de secano. 2013";"Principal cultivo leñoso de secano: Has. 2013";"Sin empleo conocido. 2013";"Hasta 5 asalariados. 2013";"Entre 6 y 19 asalariados. 2013";"De 20 y más asalariados. 2013";"Total establecimientos. 2013";"Vehículos turismos. 2013";"Autorizaciones de transporte: taxis. 2013";"Autorizaciones de transporte: mercancías. 2013";"Autorizaciones de transporte: viajeros. 2013";"Vehiculos matriculados. 2014";"Vehiculos turismos matriculados. 2014";"Hoteles. 2013";"Hostales y pensiones. 2013";"Plazas en hoteles. 2013";"Plazas en hostales y pensiones. 2013";"Actividad 1. 2013";"Actividad 2. 2013";"Actividad 3. 2013";"Actividad 4. 2013";"Actividad 5. 2013";"Inversiones realizadas en nuevas industrias. 2012";"Oficinas bancarias. 2013";"Consumo de energía eléctrica (Endesa). 2013";"Consumo de energía eléctrica residencial (Endesa). 2013";"Líneas telefónicas. 2013";"Líneas ADSL en servicio. 2013";"Paro registrado. Mujeres. 2013";"Paro registrado. Hombres. 2013";"Paro registrado. Extranjeros. 2013";"Contratos registrados. Mujeres. 2013";"Contratos registrados. Hombres. 2013";"Contratos registrados. Indefinidos. 2013";"Contratos registrados.Temporales. 2013";"Contratos registrados. Extranjeros. 2013";"Trabajadores eventuales agrarios subsidiados. Mujeres. 2013";"Trabajadores eventuales agrarios subsidiados. Hombres. 2013";"Presupuesto liquidado de ingresos. 2013";"Presupuesto liquidado de gastos. 2013";"Ingresos por habitante. 2013";"Gastos por habitante. 2013";"IBI de naturaleza urbana. Número de recibos. 2013";"IBI de naturaleza rústica. Número titulares catastrales. 2014";"Número de parcelas catastrales: Solares. 2013";"Número de parcelas catastrales: Parcelas edificadas. 2013";"Número de declaraciones. 2012";"Rentas del trabajo. 2012";"Rentas netas de actividades económicas en estimación directa. 2012";"Rentas netas de actividades económicas en estimación objetiva. 2012";"Otro tipo de rentas. 2012";"Renta neta media declarada. 2012";"Situaciones de alta en actividades empresariales. 2013";"Situaciones de alta en actividades profesionales. 2013";"Situaciones de alta en actividades artísticas. 2013"
"Almería";"04036";"Chercos ";13,4;794;6;14729,84;"37.266738,-2.25794";280;147;133;248;32;13,93;26,43;-2,1;24;"Reino Unido";45,83;16;13;1;2;1;0;1;0;0;124;0;0;1;1;0;0;0;0;0;0;0;9;"Patata media estación";2;"Otras gramíneas ";3;145;"Olivar aceituna de aceite ";20;"Almendro";80;10;3;1;0;14;143;0;0;0;2;1;0;0;0;0;"Sección G: 4 establecimientos";"Sección I: 4 establecimientos";"Sección B: 2 establecimientos";"Sección C: 2 establecimientos";"Sección F: 1 establecimientos";0;1;660;394;40;0;9;20;1;96;34;1;129;10;0;0;372296,71;310498,85;1310,9;218,35;364;474;116;251;84;562168,1;45882,19;"se";"se";7906,09;24;0;0
"Almería";"04037";"Chirivel ";196,6;1037;2;73247,64;"37.596553,-2.26487";1689;865;824;1381;308;14,21;31,91;-6,17;168;"Reino Unido";58,93;74;49;7;42;3;0;1;0;1;803;0;0;11;5;0;2;1;1;0;0;0;2782;"Avena ";30;"Cebada ";1270;5387;"Almendro";20;"Almendro";5329;49;24;6;3;82;1055;2;9;4;30;25;0;2;0;52;"Sección G: 24 establecimientos";"Sección I: 13 establecimientos";"Sección C: 11 establecimientos";"Sección F: 10 establecimientos";"Sección Q: 4 establecimientos";156386;2;4233;2464;583;186;37;63;5;210;165;23;347;11;38;22;2136484,11;1648731,13;1190,24;1159,45;1808;1804;510;1274;683;5436413,14;273928,79;829249,87;240411,3;9926,8;127;6;0
"Almería";"04034";"Cóbdar ";31,8;606;1;31049,56;"37.261659,-2.21093";154;83;71;129;25;7,79;31,82;-36,36;7;"Reino Unido";28,57;6;3;0;3;;0;1;0;1;57;0;0;1;0;0;0;0;0;0;0;0;4;"Patata media estación";2;"Cereales de invierno para forrajes";1;400;"Olivar aceituna de aceite ";7;"Almendro";372;5;2;2;1;10;85;0;0;0;2;1;0;0;0;0;"Sección G: 3 establecimientos";"Sección B: 2 establecimientos";"Sección F: 1 establecimientos";"Sección I: 1 establecimientos";"Sección K: 1 establecimientos";303500;1;435;174;47;5;5;9;1;18;29;0;47;3;2;1;335737,65;312232;2299,57;219,57;268;433;54;212;52;367708,03;32191,63;"se";"se";8536,63;9;1;0
"Almería";"04035";"Cuevas del Almanzora ";264,8;96;22;68668,82;"37.296000,-1.87837";13737;7133;6604;12601;1136;22,2;15,05;24,87;3410;"Marruecos";28,12;648;566;167;87;34;1;2;1;3;4868;0;1;30;141;0;8;6;2;1;1;1;2953;"Lechuga ";831;"Cebada ";95;1573;"Mandarino ";606;"Almendro";89;563;345;75;29;1012;6857;9;400;20;248;177;1;6;33;171;"Sección G: 319 establecimientos";"Sección F: 179 establecimientos";"Sección I: 90 establecimientos";"Sección H: 63 establecimientos";"Sección C: 58 establecimientos";1751000;11;106907;15763;3889;1683;632;728;257;2298;6992;408;8882;6177;75;14;10621231,29;8837439,78;810,29;6214,8;14221;3720;1209;5849;5039;49944791,84;2443538,18;2406523,64;1618359,62;11195,32;1636;86;6
"Almería";"04038";"Dalías ";141,4;412;2;56993,32;"36.821092,-2.87128";3979;1959;2020;3925;54;20,48;18,35;8,27;212;"Marruecos";41,51;121;120;40;48;18;0;1;0;1;1442;1;0;14;22;0;2;1;1;0;0;0;442;"Pimiento ";315;"-";0;89;"Olivar aceituna de aceite ";37;"Almendro";24;124;52;9;6;191;1750;1;41;1;49;36;0;1;0;23;"Sección G: 68 establecimientos";"Sección F: 24 establecimientos";"Sección I: 17 establecimientos";"Sección M: 15 establecimientos";"Sección H: 14 establecimientos";0;5;11330;4243;1434;644;180;188;27;211;458;33;636;149;3;2;3692748,5;4421245,08;929,69;3109,17;3015;1498;535;1741;1515;12309263,38;863582,46;3539500,85;809861,17;11565,81;238;28;0
"Almería";"04902";"Ejido (El) ";225,8;73;14;75130,63;"36.770887,-2.81128";84144;44276;39868;77086;7058;25,64;8,16;31,65;27134;"Marruecos";57,84;3555;3845;1219;385;170;1;5;4;6;26239;80;1;99;779;10;49;22;14;5;3;2;11079;"Pimiento ";3794;"-";0;134;"Naranjo ";66;"Almendro";35;2852;2028;389;169;5438;36225;18;1946;135;1244;861;7;11;1410;313;"Sección G: 1.891 establecimientos";"Sección F: 535 establecimientos";"Sección I: 501 establecimientos";"Sección M: 451 establecimientos";"Sección H: 433 establecimientos";20648524;45;393751;109577;21257;9046;4454;4356;3682;22722;27365;1513;48574;20478;102;295;80098599,14;74727853,9;965,24;52551,23;67242;9167;4728;17526;29195;254323615,18;16796747,89;84073915,16;19972045,04;12850,36;7653;765;12
"Almería";"04041";"Enix ";66,8;711;2;53157,53;"36.877157,-2.60214";440;252;188;334;106;8,86;23,64;39,68;99;"Reino Unido";60,61;35;44;3;3;;0;0;0;0;238;0;0;1;13;0;0;0;0;0;0;0;0;"-";0;"-";0;396;"Olivar aceituna de aceite ";16;"Almendro";344;5;4;1;0;10;194;0;5;0;6;6;1;0;318;0;"Sección C: 2 establecimientos";"Sección G: 2 establecimientos";"Sección I: 2 establecimientos";"Sección N: 2 establecimientos";"Sección M: 1 establecimientos";0;0;4092;668;88;10;12;16;7;85;70;0;155;36;0;0;517933,76;479419,15;1148,41;337,14;802;772;101;301;78;818049,85;"se";"se";"se";12038,68;19;3;0
"Almería";"04043";"Felix ";81,3;811;1;41808,49;"36.869089,-2.65710";651;363;288;586;65;12,14;24,27;15,43;52;"Reino Unido";23,08;34;38;3;8;5;0;0;0;1;277;0;0;1;5;0;1;1;1;0;0;0;0;"-";0;"-";0;964;"Olivar aceituna de aceite ";28;"Almendro";810;22;5;2;0;29;317;1;0;1;12;10;0;0;0;0;"Sección G: 10 establecimientos";"Sección I: 5 establecimientos";"Sección F: 4 establecimientos";"Sección L: 4 establecimientos";"Sección C: 3 establecimientos";0;1;1361;767;243;97;19;27;4;29;45;1;73;11;3;2;0;0;0;0;810;1219;68;687;167;1554712,07;48830,43;131492,68;130791,6;11172,62;42;2;0
"Almería";"04044";"Fines ";23,1;447;4;26222;"37.360550,-2.26328";2203;1159;1044;2007;196;19,75;13,94;14,15;352;"Rumanía";26,7;68;82;28;21;15;0;1;0;1;832;0;0;16;7;0;2;1;1;0;0;0;10;"Patata media estación";4;"-";0;110;"Olivar aceituna de aceite ";25;"Olivar aceituna de aceite ";50;100;62;15;5;182;1110;3;36;15;20;15;0;1;0;18;"Sección G: 52 establecimientos";"Sección C: 39 establecimientos";"Sección F: 24 establecimientos";"Sección I: 14 establecimientos";"Sección M: 10 establecimientos";0;2;8838;2613;702;336;180;175;59;141;285;23;403;45;3;0;1600705,77;1525101,2;713,33;1072,5;1798;660;186;889;684;7745133,58;211896,53;217882,52;196576,38;12239,02;320;18;0
"Almería";"04045";"Fiñana ";134;950;1;71061,93;"37.169388,-2.83723";2201;1111;1090;2119;82;16,49;22,72;-9,5;71;"Rumanía";66,2;86;49;10;27;7;0;1;0;1;959;0;0;12;7;0;2;1;1;1;1;0;34;"Alfalfa ";8;"-";0;1708;"Olivar aceituna de aceite ";302;"Almendro";1280;65;32;11;0;108;1031;1;22;3;24;13;0;2;0;27;"Sección G: 41 establecimientos";"Sección F: 15 establecimientos";"Sección C: 12 establecimientos";"Sección I: 10 establecimientos";"Sección H: 6 establecimientos";0;2;4144;2306;700;269;88;158;13;222;171;6;387;16;81;41;2028761,86;1705150,31;893,73;1199,12;2025;1691;313;1578;887;6279567,04;351367,19;508940,33;301803,1;8389,72;162;10;0
"Almería";"04046";"Fondón ";91,2;846;3;58600,28;"36.982213,-2.85376";991;517;474;966;25;14,33;24,32;4,76;24;"Noruega";29,17;41;55;2;15;1;0;0;0;1;384;1;0;20;21;0;0;0;0;0;0;0;13;"Judía verde ";4;"-";0;583;"Olivar aceituna de aceite ";114;"Almendro";370;26;24;3;0;53;438;1;3;1;10;6;1;0;21;0;"Sección C: 13 establecimientos";"Sección G: 12 establecimientos";"Sección I: 10 establecimientos";"Sección F: 4 establecimientos";"Sección Q: 4 establecimientos";0;1;2733;1418;330;124;40;58;1;117;132;2;247;21;3;7;1268926,12;1465685,36;1281,74;1030,72;1869;1006;253;779;358;3354244,74;93834,97;136468,02;97900,95;10286,17;80;5;0
"Almería";"04047";"Gádor ";87,7;166;3;62217,88;"36.950669,-2.49343";3096;1614;1482;2839;257;21,71;15,57;7,72;267;"Rumanía";54,68;132;117;27;25;12;0;1;0;1;1162;0;0;8;10;0;2;1;1;0;0;0;56;"Tomate ";45;"-";0;425;"Naranjo ";346;"Viñedo de uva para vino";3;77;44;15;6;142;1350;2;44;2;38;30;0;0;0;0;"Sección G: 49 establecimientos";"Sección H: 21 establecimientos";"Sección C: 15 establecimientos";"Sección I: 8 establecimientos";"Sección S: 8 establecimientos";0;2;75119;3997;978;441;240;285;47;234;379;24;589;39;13;9;2827166,38;2811045,33;876,37;1976,83;2018;891;91;1059;953;10691633,65;317136,22;380023,06;268540,91;12232,25;172;10;3
"Almería";"04048";"Gallardos (Los) ";34,9;116;5;35120,1;"37.167903,-1.94010";3126;1597;1529;2074;1052;15,36;28,53;21,02;1333;"Reino Unido";71,42;210;203;20;17;6;0;1;0;1;1402;0;0;5;37;0;1;1;1;0;0;0;211;"Haba verde ";27;"Cereales de invierno para forrajes";13;157;"Olivar aceituna de aceite ";50;"Olivar aceituna de aceite ";20;109;61;12;2;184;1591;1;100;12;64;52;0;1;0;15;"Sección G: 44 establecimientos";"Sección F: 33 establecimientos";"Sección H: 32 establecimientos";"Sección I: 18 establecimientos";"Sección C: 12 establecimientos";0;2;9983;3832;834;383;102;127;40;200;329;25;504;119;22;10;2233521,41;1939304,93;784,24;1363,79;1914;1166;369;815;924;7955272,19;714325,9;426857,5;363778,69;10238,35;279;19;2
"Almería";"04049";"Garrucha ";7,7;8;1;16970,46;"37.182170,-1.82327";8632;4425;4207;8607;25;23,34;11,6;32,29;2033;"Rumanía";22,92;544;588;92;46;28;0;1;0;1;3046;0;0;18;105;2;4;2;1;0;0;0;108;"Otras hortalizas ";75;"Cereales de invierno para forrajes";7;10;"Olivar aceituna de aceite ";4;"Chumbera ";4;329;228;24;9;590;3368;4;77;4;107;80;1;4;12;238;"Sección G: 179 establecimientos";"Sección F: 88 establecimientos";"Sección M: 55 establecimientos";"Sección I: 49 establecimientos";"Sección S: 41 establecimientos";0;8;20184;11700;3528;1642;516;475;236;736;978;78;1636;460;1;0;6997705,36;5299273,32;807,77;3726,63;10767;209;364;1741;3110;33465077,89;1765710,63;1563976,26;1684961,16;12372,9;828;91;1
"Almería";"04050";"Gérgal ";229,5;745;7;77372,16;"37.117967,-2.54125";1034;538;496;953;81;13,93;26,11;-3,18;126;"Rumanía";50;79;55;10;8;1;0;0;0;1;480;0;0;2;4;0;1;1;1;0;0;0;90;"Tomate ";10;"Trigo ";40;867;"Olivar aceituna de aceite ";289;"Almendro";350;37;15;9;1;62;474;1;14;1;14;10;0;0;0;0;"Sección G: 12 establecimientos";"Sección F: 10 establecimientos";"Sección I: 8 establecimientos";"Sección M: 8 establecimientos";"Sección C: 5 establecimientos";0;2;5563;1793;375;110;32;69;7;228;314;17;525;294;23;5;808989,3;728231,72;752,55;512,12;1344;1508;211;1069;336;2482120,05;80151,42;"se";"se";8541,17;97;5;0
"Almería";"04051";"Huécija ";19;403;1;24547,44;"36.968289,-2.60946";525;252;273;515;10;16,38;24;-4,72;7;"Lituania";42,86;14;8;6;3;1;0;1;0;0;213;0;0;0;1;0;0;0;0;0;0;0;7;"Haba verde ";3;"-";0;169;"Naranjo ";43;"Almendro";92;15;8;1;0;24;244;0;2;0;5;5;0;0;0;0;"Sección G: 9 establecimientos";"Sección C: 4 establecimientos";"Sección F: 4 establecimientos";"Sección S: 2 establecimientos";"Sección H: 1 establecimientos";0;1;1524;699;175;58;26;24;2;9;24;0;33;1;6;2;513809,56;519311,06;964;365,2;362;424;33;336;186;1553396,04;160558,99;"se";"se";10472,35;37;2;0
"Almería";"04052";"Huércal de Almería ";20,9;73;8;22882,11;"36.885022,-2.43944";16663;8528;8135;16409;254;28,46;5,46;62,69;503;"Rumanía";10,93;684;799;211;60;60;0;1;0;1;5568;3;0;23;53;0;12;4;2;2;0;0;7;"Tomate ";6;"-";0;40;"Olivar aceituna de aceite ";19;"Olivar aceituna de aceite ";2;628;483;147;39;1297;7531;8;323;85;1051;599;0;0;0;0;"Sección G: 445 establecimientos";"Sección F: 156 establecimientos";"Sección C: 126 establecimientos";"Sección M: 88 establecimientos";"Sección I: 87 establecimientos";235227;9;51732;26177;3972;1815;1183;1084;79;1633;2541;339;3780;432;8;0;11603160,64;11198990,94;705,7;7875,52;10092;330;744;5317;7578;108189080,34;3516942,57;2655389,39;2646635,98;15440,49;2004;164;7
"Almería";"04053";"Huércal-Overa ";317,7;280;28;80465,86;"37.394841,-1.94535";18374;9119;9255;16513;1861;21,94;17,39;18,24;3168;"Reino Unido";26,48;1487;810;190;173;56;1;1;1;3;6633;3;0;90;86;0;10;6;3;2;2;2;1369;"Lechuga ";741;"Cereales de invierno para forrajes";30;3508;"Naranjo ";601;"Almendro";1352;671;421;80;29;1201;9086;11;795;56;338;198;3;3;121;103;"Sección G: 385 establecimientos";"Sección F: 152 establecimientos";"Sección M: 96 establecimientos";"Sección I: 95 establecimientos";"Sección H: 88 establecimientos";0;13;57479;23657;4463;1744;927;888;330;1469;3724;438;4710;2454;67;23;11865885,05;11807868,11;627;8303,7;15901;7824;3606;5447;7257;83399531,6;4013780,08;4746349,28;3391787,52;13166,8;1785;196;1
"Almería";"04054";"Illar ";19,2;424;1;26163,1;"36.985986,-2.63946";386;203;183;369;17;10,88;29,27;-8,75;4;"se";"se";26;25;1;10;0;0;1;0;1;177;0;0;6;17;0;0;0;0;0;0;0;5;"Tomate ";2;"-";0;216;"Naranjo ";125;"Almendro";19;15;4;2;1;22;202;0;4;0;8;7;0;0;0;0;"Sección G: 9 establecimientos";"Sección F: 2 establecimientos";"Sección I: 2 establecimientos";"Sección Q: 2 establecimientos";"Sección S: 2 establecimientos";0;1;1148;494;128;39;14;18;2;81;58;2;137;1;3;16;492957,82;504303,31;1346,88;354,64;514;537;196;312;140;985079,56;66333,65;124680,32;22982,89;8564,83;23;1;0
"Almería";"04055";"Instinción ";33,5;430;1;40543,82;"36.992996,-2.66003";463;223;240;436;27;12,96;30,45;-12,14;25;"Lituania";32;25;14;3;7;;0;1;0;1;235;0;0;2;2;0;1;1;0;0;0;0;5;"Judía verde ";2;"-";0;190;"Naranjo ";71;"Almendro";41;15;9;2;0;26;218;0;6;0;7;5;1;0;20;0;"Sección G: 8 establecimientos";"Sección C: 5 establecimientos";"Sección I: 4 establecimientos";"Sección F: 2 establecimientos";"Sección P: 2 establecimientos";0;1;1063;616;193;64;15;26;1;58;99;5;152;19;3;9;521368,69;567918,56;1086,18;399,38;581;643;113;420;168;1326666,88;103210,94;115131,53;51989,52;9505,95;43;6;0
"Almería";"04056";"Laroya ";21,7;873;1;21851,32;"37.296064,-2.33253";170;94;76;135;35;11,76;20;38,21;16;"Reino Unido";43,75;20;17;0;4;1;0;0;0;0;79;0;0;0;3;0;0;0;0;0;0;0;4;"Tomate ";1;"Cereales de invierno para forrajes";2;196;"Olivar aceituna de aceite ";18;"Almendro";160;4;2;1;0;7;71;1;0;1;2;2;0;0;0;0;"Sección I: 3 establecimientos";"Sección C: 2 establecimientos";"Sección G: 1 establecimientos";"Sección Q: 1 establecimientos";"Sección B: 0 establecimientos";0;0;272;172;16;0;3;14;1;27;18;1;44;1;1;0;289758;276490,94;1637,05;194,44;265;341;79;186;26;209478,2;"se";"se";"se";9190,02;11;0;0
"Almería";"04057";"Láujar de Andarax ";92,8;907;1;64252,55;"36.993525,-2.89598";1633;814;819;1562;71;17,39;22,6;-10,23;30;"Rumanía";36,67;48;23;7;15;4;0;1;0;1;674;0;0;13;5;0;2;1;1;0;0;0;15;"Judía verde ";5;"-";0;901;"Olivar aceituna de aceite ";132;"Viñedo de uva para vino";366;77;47;10;1;135;748;4;13;10;21;14;1;0;20;0;"Sección G: 38 establecimientos";"Sección F: 24 establecimientos";"Sección I: 18 establecimientos";"Sección C: 12 establecimientos";"Sección M: 8 establecimientos";0;2;4052;1847;742;291;80;108;3;151;226;9;368;45;9;5;1426924,98;1525674,57;853,93;1072,91;1667;1173;308;1152;626;4938500,26;356879,15;265778,32;228043,76;9247,93;199;15;2
"Almería";"04058";"Líjar ";28,1;591;3;24872,17;"37.294647,-2.21822";435;222;213;396;39;13,56;25,52;-13,69;21;"Reino Unido";47,62;15;16;5;11;1;0;1;0;1;188;0;0;1;0;0;0;0;0;0;0;0;6;"Tomate ";2;"Cereales de invierno para forrajes";1;335;"Olivar aceituna de aceite ";28;"Almendro";221;12;7;1;0;20;256;1;6;1;8;7;0;0;0;0;"Sección G: 7 establecimientos";"Sección F: 3 establecimientos";"Sección I: 3 establecimientos";"Sección B: 2 establecimientos";"Sección C: 2 establecimientos";0;2;672;342;130;53;16;45;2;36;60;4;92;1;3;0;506256,41;475124,82;1130,04;334,12;349;435;53;271;142;1080486,08;139951,35;73539,29;29076,27;9317,27;45;1;0
"Almería";"04059";"Lubrín ";138,1;517;21;53093,79;"37.215654,-2.06679";1607;785;822;1398;209;10,77;36,4;-3,6;317;"Reino Unido";62,15;52;55;3;21;1;0;1;0;1;774;0;0;23;10;0;2;1;1;0;0;0;53;"Tomate ";28;"Cereales de invierno para forrajes";5;2708;"Olivar aceituna de aceite ";370;"Almendro";2017;58;25;13;0;96;771;2;16;2;19;14;0;0;0;0;"Sección G: 23 establecimientos";"Sección F: 13 establecimientos";"Sección I: 9 establecimientos";"Sección Q: 9 establecimientos";"Sección M: 8 establecimientos";0;2;4610;2081;535;103;41;71;18;99;165;11;253;47;19;12;1572976,86;1630550,91;920,95;1146,66;1784;2855;359;1294;637;3896476,45;196885,44;383292,91;206743,92;7352,27;121;11;0
"Almería";"04060";"Lucainena de las Torres ";123,2;550;2;66705,48;"37.040721,-2.19993";614;323;291;487;127;10,59;29,64;0,66;113;"Reino Unido";39,82;56;24;5;9;3;0;0;0;1;314;0;0;3;3;0;1;1;0;0;0;0;344;"Tomate ";232;"Trigo ";30;853;"Olivar aceituna de aceite ";380;"Almendro";298;17;12;3;3;35;299;1;14;1;6;6;0;1;0;25;"Sección F: 7 establecimientos";"Sección G: 6 establecimientos";"Sección I: 5 establecimientos";"Sección C: 4 establecimientos";"Sección H: 3 establecimientos";0;1;2918;624;115;32;15;26;7;136;250;21;365;236;7;3;822247,98;873704,52;1265;614,42;668;1642;160;447;110;826407,72;18815,87;"se";"se";8598,87;39;2;0
"Almería";"04061";"Lúcar ";100,4;912;4;45847,36;"37.399395,-2.42703";802;402;400;765;37;17,71;25,44;0,5;67;"Reino Unido";86,57;34;19;3;10;3;0;2;0;1;376;0;0;1;7;0;1;0;0;0;0;0;172;"Patata media estación";4;"Trigo ";65;1282;"Olivar aceituna de aceite ";130;"Almendro";925;24;14;5;0;43;424;1;8;1;9;8;0;0;0;0;"Sección G: 10 establecimientos";"Sección I: 8 establecimientos";"Sección C: 6 establecimientos";"Sección F: 6 establecimientos";"Sección H: 2 establecimientos";0;0;2202;589;264;104;30;40;2;123;151;5;267;66;16;5;726184,64;590680,27;850,33;415,39;813;595;216;688;266;2409954,72;24017,5;193202,43;107087,73;10279,18;61;3;0
"Almería";"04062";"Macael ";43,8;539;1;30685,42;"37.332977,-2.29892";5719;2910;2809;5683;36;20,02;15,86;-4,72;238;"Ecuador";22,27;197;163;57;49;15;0;1;0;1;2157;0;0;18;41;0;3;2;1;1;1;1;8;"Patata media estación";3;"-";0;213;"Olivar aceituna de aceite ";40;"Almendro";138;261;173;34;15;483;3015;1;149;1;68;51;1;0;22;0;"Sección G: 132 establecimientos";"Sección C: 111 establecimientos";"Sección B: 45 establecimientos";"Sección F: 32 establecimientos";"Sección I: 30 establecimientos";3873939;5;30785;7088;2020;961;471;449;58;265;514;63;716;124;6;0;5155117,9;5207882,44;898,42;3662,36;4522;581;180;1789;2184;28418121,56;245204,57;406291,2;789727,57;13671,86;668;40;2
"Almería";"04063";"María ";225,6;1194;2;82694,47;"37.710218,-2.16452";1315;670;645;1281;34;13,84;29,05;-16,51;31;"Ecuador";25,81;45;32;3;13;2;0;1;0;1;557;0;0;5;6;0;2;1;1;0;0;0;6540;"Lechuga ";85;"Cebada ";3525;1045;"Almendro";24;"Almendro";1012;52;26;6;0;84;948;1;10;1;18;14;1;1;33;20;"Sección G: 26 establecimientos";"Sección C: 14 establecimientos";"Sección I: 9 establecimientos";"Sección F: 7 establecimientos";"Sección S: 5 establecimientos";0;2;4939;1796;524;194;36;45;5;196;171;5;344;28;38;7;963893,34;996755,63;712,94;700,95;1308;1221;193;1111;624;3822064,65;344002,3;556605,83;165938,55;7834,31;135;4;0
"Almería";"04064";"Mojácar ";71,5;159;19;47705,39;"37.139468,-1.85237";6838;3428;3410;6399;439;14,38;25,8;27,22;3598;"Reino Unido";54,92;314;431;36;35;13;0;1;0;2;3164;1;0;1;234;0;2;1;1;0;0;0;232;"Otras hortalizas ";36;"Cebada ";140;140;"Naranjo ";32;"Olivar aceituna de aceite ";26;417;276;33;8;734;4209;4;33;4;179;140;19;12;4551;298;"Sección G: 167 establecimientos";"Sección I: 156 establecimientos";"Sección F: 89 establecimientos";"Sección L: 59 establecimientos";"Sección M: 56 establecimientos";0;11;45304;20344;3885;1732;260;224;166;3245;2671;148;5767;1785;0;0;13868868,58;10148673,02;1658,96;7136,9;14003;2489;1059;2417;2113;22624608,92;1940959;2073452,53;1902666,47;13507,66;996;106;2
"Almería";"04903";"Mojonera (La) ";23,9;40;5;25927,38;"36.752705,-2.68347";8993;4936;4057;7475;1518;27,22;7,27;16,1;3445;"Marruecos";61,74;562;586;130;31;10;0;1;1;1;2602;0;0;15;45;0;7;4;2;1;1;0;1210;"Calabaza y calabacín ";342;"-";0;37;"Naranjo ";29;"-";0;242;210;36;21;509;4510;3;187;3;119;80;0;0;0;0;"Sección G: 218 establecimientos";"Sección F: 45 establecimientos";"Sección I: 43 establecimientos";"Sección C: 37 establecimientos";"Sección M: 36 establecimientos";2333727;8;47332;9772;2602;1217;414;431;396;1703;2712;144;4255;2443;23;46;8138780,16;7628081,23;920,26;5364,33;3764;1289;644;2545;2738;14134042,1;1043537,3;14735737,43;2021733,33;11663,64;752;45;0
"Almería";"04065";"Nacimiento ";80,8;596;1;45588,61;"37.105813,-2.64780";507;265;242;442;65;10,65;26,82;9,03;102;"Rumanía";80,39;51;43;1;11;1;0;0;0;1;257;0;0;2;1;0;1;1;0;0;0;0;18;"Tomate ";5;"Cebada ";1;584;"Olivar aceituna de aceite ";145;"Almendro";313;9;8;2;1;20;247;0;8;0;4;4;0;0;0;0;"Sección G: 9 establecimientos";"Sección C: 3 establecimientos";"Sección I: 3 establecimientos";"Sección E: 1 establecimientos";"Sección F: 1 establecimientos";0;2;2226;861;149;36;11;16;2;60;63;1;122;34;5;5;869787,19;455006,46;1682,37;319,98;578;1017;21;546;137;819153,1;"se";"se";"se";7669,81;37;0;0
"Almería";"04066";"Níjar ";599,8;354;36;132083,85;"36.959749,-2.20511";28627;15512;13115;23178;5449;24,47;9,37;34,36;11598;"Marruecos";55,53;2891;1752;389;150;76;1;5;1;2;9711;1;0;30;198;0;16;8;3;1;1;0;5553;"Tomate ";2044;"Cereales de invierno para forrajes";522;374;"Olivar aceituna de aceite ";105;"Almendro";172;789;581;96;56;1522;13803;4;492;7;335;216;19;25;809;725;"Sección G: 547 establecimientos";"Sección I: 206 establecimientos";"Sección F: 139 establecimientos";"Sección H: 104 establecimientos";"Sección M: 89 establecimientos";1461556;21;119408;34489;6804;2902;1185;1345;1086;6572;9320;416;15476;9138;24;18;28308517,17;20544536,4;1002,25;14447,63;17678;8228;2293;9111;9004;61147288,94;3649754,61;29914346,71;4343011,19;11001,16;2213;156;8
